winner,total_rounds,rounds_since_last_stuck,average_rounds_between_stuck,total_stuck_events
Player 2,21.0,0.0,0.0,0.0
Player 1,23.0,7.0,7.0,1.0
Player 1,19.0,0.0,0.0,0.0
Player 1,21.0,9.0,9.0,1.0
Player 2,20.0,0.0,0.0,0.0
Player 2,47.0,19.0,18.333333333333332,3.0
Player 2,18.0,0.0,0.0,0.0
Player 1,106.0,5.0,14.166666666666666,12.0
Player 1,21.0,0.0,0.0,0.0
Player 1,18.0,1.0,1.0,1.0
Player 1,30.0,7.0,11.0,2.0
Player 1,21.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,35.0,23.0,16.0,2.0
Player 1,33.0,31.0,17.0,2.0
Player 2,18.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 2,23.0,15.0,15.0,1.0
Player 2,26.0,15.0,12.0,2.0
Player 1,21.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 1,35.0,9.0,18.0,2.0
Player 2,18.0,0.0,0.0,0.0
Player 2,25.0,15.0,15.0,1.0
Player 1,16.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,26.0,21.0,21.0,1.0
Player 2,15.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 1,44.0,21.0,19.0,3.0
Player 2,19.0,0.0,0.0,0.0
Player 2,47.0,25.0,16.5,4.0
Player 2,18.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 2,15.0,0.0,0.0,0.0
Player 2,36.0,29.0,29.0,1.0
Player 1,19.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 1,20.0,13.0,13.0,1.0
Player 1,23.0,5.0,5.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 2,51.0,29.0,16.0,4.0
Player 2,40.0,25.0,11.666666666666666,3.0
Player 2,19.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,38.0,9.0,14.333333333333334,3.0
Player 2,16.0,0.0,0.0,0.0
Player 1,72.0,15.0,16.714285714285715,7.0
Player 1,20.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 1,27.0,15.0,15.0,2.0
Player 1,17.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,21.0,5.0,5.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 2,33.0,21.0,15.0,2.0
Player 2,25.0,19.0,19.0,1.0
Player 2,17.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,26.0,1.0,8.0,2.0
Player 1,15.0,0.0,0.0,0.0
Player 1,34.0,15.0,15.0,3.0
Player 2,16.0,0.0,0.0,0.0
Player 2,21.0,13.0,13.0,1.0
Player 1,53.0,11.0,17.0,4.0
Player 2,22.0,17.0,17.0,1.0
Player 1,17.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,40.0,21.0,15.666666666666666,3.0
Player 2,15.0,0.0,0.0,0.0
Player 1,32.0,27.0,27.0,1.0
Player 2,27.0,27.0,27.0,1.0
Player 1,14.0,0.0,0.0,0.0
Player 1,52.0,21.0,16.2,5.0
Player 1,17.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 2,30.0,21.0,13.0,2.0
Player 1,45.0,17.0,10.2,5.0
Player 2,22.0,1.0,2.0,2.0
Player 1,19.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,34.0,3.0,13.0,2.0
Player 1,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,27.0,15.0,15.0,1.0
Player 1,19.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,22.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,59.0,13.0,14.0,6.0
Player 2,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,58.0,11.0,15.8,5.0
Player 1,20.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 2,15.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,23.0,5.0,5.0,1.0
Player 2,33.0,5.0,13.0,2.0
Player 2,22.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,48.0,25.0,14.2,5.0
Player 1,31.0,21.0,21.0,1.0
Player 1,15.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 2,45.0,29.0,20.333333333333332,3.0
Player 2,20.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,15.0,0.0,0.0,0.0
Player 2,28.0,19.0,19.0,1.0
Player 2,20.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,29.0,3.0,8.0,2.0
Player 1,32.0,5.0,9.666666666666666,3.0
Player 1,20.0,0.0,0.0,0.0
Player 1,30.0,11.0,12.0,2.0
Player 1,20.0,0.0,0.0,0.0
Player 1,20.0,5.0,5.0,1.0
Player 1,34.0,27.0,27.0,1.0
Player 2,15.0,0.0,0.0,0.0
Player 2,27.0,23.0,23.0,1.0
Player 1,35.0,7.0,14.333333333333334,3.0
Player 1,21.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 2,31.0,5.0,13.0,2.0
Player 1,18.0,0.0,0.0,0.0
Player 2,34.0,5.0,11.0,3.0
Player 2,21.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,58.0,23.0,13.8,5.0
Player 2,15.0,0.0,0.0,0.0
Player 2,37.0,25.0,15.0,2.0
Player 1,21.0,0.0,0.0,0.0
Player 1,28.0,25.0,17.0,2.0
Player 2,61.0,13.0,13.0,6.0
Player 1,21.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,43.0,15.0,16.333333333333332,3.0
Player 2,19.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,30.0,27.0,27.0,1.0
Player 1,41.0,15.0,16.333333333333332,3.0
Player 1,20.0,5.0,5.0,1.0
Player 1,16.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,21.0,3.0,3.0,2.0
Player 1,20.0,0.0,0.0,0.0
Player 1,33.0,23.0,12.333333333333334,3.0
Player 2,19.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,31.0,5.0,16.0,2.0
Player 1,23.0,7.0,7.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 1,64.0,27.0,22.0,4.0
Player 2,21.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,33.0,9.0,15.0,3.0
Player 2,14.0,0.0,0.0,0.0
Player 2,44.0,11.0,11.5,4.0
Player 2,20.0,0.0,0.0,0.0
Player 2,50.0,25.0,15.0,4.0
Player 1,18.0,0.0,0.0,0.0
Player 2,40.0,11.0,15.0,3.0
Player 2,18.0,0.0,0.0,0.0
Player 1,36.0,27.0,16.0,2.0
Player 1,27.0,5.0,13.0,2.0
Player 1,19.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,38.0,15.0,16.333333333333332,3.0
Player 2,20.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,33.0,15.0,12.0,2.0
Player 2,17.0,0.0,0.0,0.0
Player 1,34.0,15.0,13.5,4.0
Player 1,43.0,17.0,15.0,4.0
Player 1,21.0,0.0,0.0,0.0
Player 1,35.0,13.0,15.0,3.0
Player 2,18.0,0.0,0.0,0.0
Player 2,13.0,0.0,0.0,0.0
Player 2,14.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,48.0,17.0,17.0,3.0
Player 2,16.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,79.0,5.0,13.2,10.0
Player 1,19.0,0.0,0.0,0.0
Player 1,36.0,21.0,16.0,2.0
Player 2,17.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,30.0,19.0,11.0,2.0
Player 1,20.0,0.0,0.0,0.0
Player 2,22.0,0.0,0.0,0.0
Player 2,23.0,7.0,7.0,1.0
Player 2,17.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,44.0,21.0,17.666666666666668,3.0
Player 2,15.0,0.0,0.0,0.0
Player 1,51.0,21.0,14.2,5.0
Player 1,20.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 1,50.0,19.0,20.0,4.0
Player 1,57.0,11.0,17.5,4.0
Player 2,66.0,7.0,14.0,6.0
Player 1,18.0,0.0,0.0,0.0
Player 1,27.0,11.0,11.0,3.0
Player 2,19.0,0.0,0.0,0.0
Player 2,22.0,0.0,0.0,0.0
Player 1,45.0,17.0,16.0,4.0
Player 1,36.0,13.0,14.333333333333334,3.0
Player 1,59.0,13.0,14.6,5.0
Player 1,21.0,0.0,0.0,0.0
Player 2,33.0,25.0,25.0,1.0
Player 2,20.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 1,14.0,3.0,3.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 2,61.0,19.0,12.666666666666666,6.0
Player 1,21.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 2,15.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 2,14.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,28.0,25.0,25.0,1.0
Player 2,24.0,21.0,21.0,1.0
Player 1,36.0,5.0,15.0,2.0
Player 1,51.0,29.0,16.5,4.0
Player 2,20.0,0.0,0.0,0.0
Player 2,28.0,11.0,11.0,2.0
Player 1,18.0,0.0,0.0,0.0
Player 2,23.0,13.0,13.0,1.0
Player 2,20.0,0.0,0.0,0.0
Player 1,19.0,9.0,9.0,1.0
Player 2,17.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,39.0,21.0,17.0,3.0
Player 2,21.0,0.0,0.0,0.0
Player 1,27.0,17.0,14.0,2.0
Player 2,55.0,25.0,17.5,4.0
Player 2,21.0,0.0,0.0,0.0
Player 1,35.0,9.0,16.0,2.0
Player 1,18.0,0.0,0.0,0.0
Player 2,32.0,19.0,17.0,2.0
Player 2,22.0,11.0,11.0,1.0
Player 1,18.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,37.0,9.0,10.333333333333334,3.0
Player 1,54.0,5.0,10.75,8.0
Player 1,18.0,0.0,0.0,0.0
Player 1,76.0,21.0,15.857142857142858,7.0
Player 1,71.0,7.0,15.571428571428571,7.0
Player 2,19.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,93.0,15.0,15.444444444444445,9.0
Player 1,19.0,0.0,0.0,0.0
Player 2,30.0,29.0,15.0,2.0
Player 2,20.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 2,59.0,7.0,11.666666666666666,6.0
Player 1,20.0,0.0,0.0,0.0
Player 1,21.0,7.0,7.0,1.0
Player 1,31.0,5.0,9.0,2.0
Player 2,70.0,9.0,16.0,6.0
Player 1,38.0,15.0,15.666666666666666,3.0
Player 1,14.0,0.0,0.0,0.0
Player 1,36.0,11.0,9.666666666666666,3.0
Player 2,20.0,0.0,0.0,0.0
Player 1,48.0,27.0,17.5,4.0
Player 1,19.0,0.0,0.0,0.0
Player 2,51.0,15.0,14.0,4.0
Player 1,19.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,17.0,1.0,1.0,1.0
Player 2,20.0,0.0,0.0,0.0
Player 1,76.0,21.0,19.0,7.0
Player 1,18.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,36.0,17.0,17.0,2.0
Player 1,21.0,0.0,0.0,0.0
Player 1,19.0,1.0,1.0,1.0
Player 1,39.0,33.0,13.0,3.0
Player 1,16.0,0.0,0.0,0.0
Player 2,18.0,13.0,13.0,1.0
Player 1,17.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,33.0,11.0,15.0,2.0
Player 2,19.0,0.0,0.0,0.0
Player 2,35.0,3.0,11.0,3.0
Player 2,38.0,17.0,17.0,2.0
Player 1,20.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,111.0,13.0,15.666666666666666,12.0
Player 1,48.0,21.0,18.333333333333332,3.0
Player 1,17.0,0.0,0.0,0.0
Player 1,80.0,5.0,15.0,8.0
Player 1,17.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,32.0,23.0,14.0,2.0
Player 2,18.0,0.0,0.0,0.0
Player 2,26.0,11.0,9.0,2.0
Player 1,43.0,11.0,15.0,4.0
Player 1,20.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,39.0,5.0,11.0,3.0
Player 1,21.0,0.0,0.0,0.0
Player 2,21.0,5.0,5.0,1.0
Player 1,19.0,0.0,0.0,0.0
Player 1,43.0,17.0,18.333333333333332,3.0
Player 1,21.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 2,23.0,11.0,11.0,1.0
Player 2,21.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,34.0,3.0,11.0,4.0
Player 1,29.0,19.0,19.0,1.0
Player 1,19.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 1,40.0,19.0,14.333333333333334,3.0
Player 1,19.0,3.0,3.0,1.0
Player 2,47.0,11.0,17.0,3.0
Player 1,123.0,21.0,18.166666666666668,12.0
Player 1,21.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,16.0,5.0,5.0,1.0
Player 1,47.0,7.0,14.5,4.0
Player 1,19.0,0.0,0.0,0.0
Player 2,21.0,3.0,3.0,1.0
Player 1,39.0,5.0,11.666666666666666,3.0
Player 2,32.0,13.0,17.0,2.0
Player 1,42.0,25.0,20.333333333333332,3.0
Player 1,55.0,9.0,14.0,6.0
Player 1,80.0,13.0,17.0,8.0
Player 2,20.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 1,54.0,17.0,15.5,4.0
Player 1,13.0,0.0,0.0,0.0
Player 1,21.0,3.0,3.0,1.0
Player 2,58.0,17.0,16.2,5.0
Player 2,17.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 2,32.0,5.0,11.0,2.0
Player 2,17.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,58.0,11.0,16.2,5.0
Player 2,19.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,27.0,3.0,6.0,2.0
Player 1,33.0,5.0,14.0,2.0
Player 2,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,48.0,9.0,14.2,5.0
Player 1,19.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 1,24.0,5.0,10.0,2.0
Player 1,26.0,27.0,27.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 2,29.0,25.0,25.0,1.0
Player 1,22.0,11.0,11.0,1.0
Player 2,33.0,15.0,12.333333333333334,3.0
Player 1,17.0,0.0,0.0,0.0
Player 2,23.0,1.0,5.0,2.0
Player 2,37.0,3.0,12.333333333333334,3.0
Player 1,18.0,0.0,0.0,0.0
Player 1,26.0,3.0,10.0,2.0
Player 1,50.0,27.0,20.333333333333332,3.0
Player 1,37.0,9.0,13.666666666666666,3.0
Player 1,84.0,11.0,15.75,8.0
Player 1,32.0,27.0,27.0,1.0
Player 1,39.0,13.0,15.0,3.0
Player 1,58.0,9.0,13.0,6.0
Player 2,21.0,0.0,0.0,0.0
Player 2,44.0,9.0,15.0,3.0
Player 2,39.0,31.0,18.0,2.0
Player 1,20.0,0.0,0.0,0.0
Player 1,21.0,5.0,5.0,1.0
Player 2,18.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,33.0,29.0,29.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,34.0,29.0,19.0,2.0
Player 1,18.0,0.0,0.0,0.0
Player 2,21.0,15.0,15.0,1.0
Player 2,17.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,42.0,17.0,12.0,4.0
Player 2,18.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 1,22.0,13.0,13.0,1.0
Player 1,20.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,20.0,3.0,3.0,1.0
Player 2,19.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 2,15.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 1,28.0,13.0,17.0,2.0
Player 2,15.0,0.0,0.0,0.0
Player 1,28.0,9.0,9.0,2.0
Player 1,67.0,19.0,16.666666666666668,6.0
Player 1,56.0,7.0,16.5,4.0
Player 1,17.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,22.0,11.0,11.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 2,19.0,7.0,7.0,1.0
Player 2,19.0,0.0,0.0,0.0
Player 1,37.0,7.0,13.666666666666666,3.0
Player 1,15.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,38.0,5.0,16.0,2.0
Player 1,16.0,0.0,0.0,0.0
Player 1,54.0,5.0,13.0,5.0
Player 2,18.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,76.0,5.0,15.571428571428571,7.0
Player 1,29.0,23.0,23.0,1.0
Player 1,43.0,9.0,15.0,3.0
Player 2,20.0,7.0,7.0,1.0
Player 2,18.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,23.0,7.0,7.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,24.0,5.0,4.333333333333333,3.0
Player 1,27.0,19.0,19.0,1.0
Player 1,14.0,0.0,0.0,0.0
Player 1,20.0,9.0,9.0,1.0
Player 2,17.0,0.0,0.0,0.0
Player 2,27.0,27.0,27.0,1.0
Player 1,34.0,5.0,11.0,3.0
Player 1,17.0,0.0,0.0,0.0
Player 2,42.0,1.0,11.5,4.0
Player 1,18.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,46.0,19.0,15.5,4.0
Player 1,53.0,25.0,16.0,4.0
Player 1,78.0,19.0,18.0,6.0
Player 2,19.0,0.0,0.0,0.0
Player 1,60.0,7.0,15.8,5.0
Player 1,21.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,32.0,27.0,27.0,1.0
Player 2,21.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 1,43.0,9.0,13.0,4.0
Player 1,20.0,1.0,1.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 1,39.0,13.0,15.666666666666666,3.0
Player 1,32.0,11.0,15.0,3.0
Player 1,51.0,31.0,18.0,4.0
Player 1,19.0,0.0,0.0,0.0
Player 1,30.0,29.0,29.0,1.0
Player 1,37.0,23.0,18.0,2.0
Player 1,45.0,21.0,19.666666666666668,3.0
Player 2,26.0,19.0,19.0,1.0
Player 2,15.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,29.0,21.0,12.0,2.0
Player 2,15.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 1,37.0,7.0,13.666666666666666,3.0
Player 1,21.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 2,35.0,29.0,29.0,1.0
Player 2,19.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,35.0,31.0,31.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 2,50.0,13.0,17.5,4.0
Player 1,64.0,9.0,14.333333333333334,6.0
Player 1,63.0,23.0,18.2,5.0
Player 1,52.0,29.0,19.666666666666668,3.0
Player 2,21.0,0.0,0.0,0.0
Player 2,22.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 2,28.0,13.0,13.0,1.0
Player 1,20.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,32.0,9.0,13.0,3.0
Player 2,26.0,13.0,13.0,1.0
Player 1,19.0,0.0,0.0,0.0
Player 1,30.0,3.0,12.0,2.0
Player 2,30.0,19.0,19.0,1.0
Player 1,18.0,0.0,0.0,0.0
Player 2,27.0,15.0,15.0,1.0
Player 1,28.0,5.0,15.0,2.0
Player 2,33.0,23.0,23.0,1.0
Player 2,18.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,25.0,3.0,12.0,2.0
Player 1,36.0,11.0,11.0,4.0
Player 2,19.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,26.0,25.0,25.0,1.0
Player 1,41.0,5.0,15.0,3.0
Player 1,23.0,15.0,9.0,2.0
Player 1,18.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,13.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 1,27.0,9.0,14.0,2.0
Player 1,37.0,31.0,31.0,1.0
Player 2,22.0,0.0,0.0,0.0
Player 1,35.0,17.0,13.666666666666666,3.0
Player 1,17.0,0.0,0.0,0.0
Player 1,27.0,9.0,13.0,2.0
Player 2,17.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,30.0,5.0,10.333333333333334,3.0
Player 1,48.0,9.0,13.0,4.0
Player 2,22.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,13.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 1,74.0,15.0,18.666666666666668,6.0
Player 1,18.0,0.0,0.0,0.0
Player 1,43.0,13.0,15.0,3.0
Player 2,19.0,9.0,9.0,1.0
Player 1,21.0,15.0,15.0,1.0
Player 1,51.0,17.0,17.5,4.0
Player 1,17.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,39.0,9.0,12.333333333333334,3.0
Player 2,37.0,11.0,11.5,4.0
Player 1,18.0,0.0,0.0,0.0
Player 2,20.0,7.0,7.0,1.0
Player 1,42.0,25.0,19.666666666666668,3.0
Player 1,21.0,0.0,0.0,0.0
Player 1,36.0,3.0,8.0,4.0
Player 2,17.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 2,36.0,19.0,13.0,2.0
Player 1,18.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,29.0,13.0,15.0,2.0
Player 2,21.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,27.0,11.0,17.0,2.0
Player 1,19.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,29.0,23.0,23.0,1.0
Player 1,44.0,11.0,17.0,4.0
Player 1,24.0,7.0,6.0,2.0
Player 2,35.0,3.0,12.333333333333334,3.0
Player 1,29.0,27.0,15.0,2.0
Player 1,14.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 1,38.0,9.0,13.666666666666666,3.0
Player 2,20.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 2,50.0,25.0,13.5,4.0
Player 1,22.0,5.0,3.0,2.0
Player 2,36.0,25.0,15.0,2.0
Player 1,30.0,23.0,23.0,1.0
Player 2,19.0,0.0,0.0,0.0
Player 1,26.0,9.0,7.0,2.0
Player 1,51.0,13.0,17.0,4.0
Player 1,18.0,0.0,0.0,0.0
