winner,total_rounds,rounds_since_last_stuck,average_rounds_between_stuck,total_stuck_events
Player 1,15.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,15.0,0.0,0.0,0.0
Player 1,28.0,13.0,16.0,2.0
Player 2,21.0,0.0,0.0,0.0
Player 1,27.0,15.0,15.0,1.0
Player 1,33.0,27.0,27.0,1.0
Player 1,49.0,7.0,14.2,5.0
Player 1,20.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,50.0,27.0,22.333333333333332,3.0
Player 1,29.0,25.0,25.0,1.0
Player 1,30.0,21.0,12.0,2.0
Player 2,14.0,0.0,0.0,0.0
Player 1,53.0,23.0,13.666666666666666,6.0
Player 1,20.0,0.0,0.0,0.0
Player 1,33.0,13.0,18.333333333333332,3.0
Player 1,45.0,27.0,15.5,4.0
Player 1,20.0,0.0,0.0,0.0
Player 1,50.0,3.0,17.0,4.0
Player 2,18.0,0.0,0.0,0.0
Player 1,23.0,3.0,3.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,27.0,1.0,7.0,2.0
Player 1,16.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 2,14.0,0.0,0.0,0.0
Player 2,17.0,1.0,1.0,1.0
Player 1,18.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,15.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,37.0,9.0,12.333333333333334,3.0
Player 1,69.0,23.0,19.4,5.0
Player 2,21.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,29.0,19.0,14.0,2.0
Player 1,55.0,25.0,16.0,4.0
Player 2,17.0,0.0,0.0,0.0
Player 1,17.0,5.0,5.0,1.0
Player 1,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,30.0,23.0,23.0,1.0
Player 2,18.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 2,69.0,21.0,12.714285714285714,7.0
Player 1,20.0,0.0,0.0,0.0
Player 1,14.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,19.0,1.0,1.0,1.0
Player 1,35.0,27.0,27.0,1.0
Player 2,20.0,0.0,0.0,0.0
Player 1,56.0,3.0,14.333333333333334,6.0
Player 1,46.0,13.0,14.5,4.0
Player 2,33.0,7.0,13.0,3.0
Player 2,22.0,0.0,0.0,0.0
Player 1,32.0,23.0,23.0,1.0
Player 1,44.0,15.0,15.0,3.0
Player 1,20.0,0.0,0.0,0.0
Player 1,31.0,23.0,23.0,1.0
Player 2,44.0,7.0,14.333333333333334,3.0
Player 1,34.0,9.0,12.5,4.0
Player 1,18.0,0.0,0.0,0.0
Player 1,32.0,7.0,14.333333333333334,3.0
Player 1,48.0,29.0,29.0,2.0
Player 2,18.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,102.0,29.0,19.75,8.0
Player 2,19.0,0.0,0.0,0.0
Player 1,52.0,11.0,16.5,4.0
Player 1,65.0,29.0,18.6,5.0
Player 2,17.0,0.0,0.0,0.0
Player 1,21.0,1.0,1.0,1.0
Player 1,16.0,0.0,0.0,0.0
Player 2,22.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 1,23.0,7.0,7.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 1,22.0,19.0,19.0,1.0
Player 1,56.0,25.0,16.2,5.0
Player 2,19.0,0.0,0.0,0.0
Player 1,36.0,7.0,18.0,2.0
Player 1,18.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,54.0,13.0,13.333333333333334,6.0
Player 1,21.0,15.0,15.0,1.0
Player 1,57.0,7.0,13.4,5.0
Player 1,17.0,0.0,0.0,0.0
Player 1,76.0,17.0,12.777777777777779,9.0
Player 1,37.0,31.0,31.0,1.0
Player 2,27.0,23.0,23.0,1.0
Player 1,19.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,57.0,9.0,18.5,4.0
Player 1,18.0,0.0,0.0,0.0
Player 2,15.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,42.0,27.0,15.0,4.0
Player 1,21.0,9.0,9.0,1.0
Player 1,21.0,7.0,7.0,1.0
Player 2,24.0,3.0,3.0,1.0
Player 2,20.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,45.0,7.0,15.0,3.0
Player 1,19.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,44.0,9.0,13.4,5.0
Player 2,21.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 2,13.0,0.0,0.0,0.0
Player 1,33.0,27.0,16.0,2.0
Player 1,29.0,11.0,10.0,2.0
Player 1,49.0,17.0,14.2,5.0
Player 1,17.0,0.0,0.0,0.0
Player 1,40.0,11.0,12.0,4.0
Player 2,19.0,0.0,0.0,0.0
Player 2,16.0,5.0,4.0,2.0
Player 2,20.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,17.0,3.0,3.0,1.0
Player 1,22.0,5.0,5.0,1.0
Player 1,66.0,27.0,18.6,5.0
Player 1,19.0,0.0,0.0,0.0
Player 1,23.0,3.0,3.0,1.0
Player 2,21.0,5.0,5.0,1.0
Player 1,19.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,40.0,5.0,11.5,4.0
Player 1,21.0,0.0,0.0,0.0
Player 2,23.0,11.0,11.0,1.0
Player 1,20.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,20.0,11.0,11.0,1.0
Player 1,27.0,15.0,13.0,2.0
Player 2,19.0,3.0,3.0,1.0
Player 1,43.0,27.0,15.0,4.0
Player 1,20.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,22.0,9.0,9.0,1.0
Player 1,27.0,23.0,23.0,1.0
Player 1,19.0,0.0,0.0,0.0
Player 1,56.0,11.0,14.6,5.0
Player 2,20.0,0.0,0.0,0.0
Player 2,17.0,3.0,3.0,1.0
Player 1,73.0,3.0,12.75,8.0
Player 1,18.0,0.0,0.0,0.0
Player 2,15.0,0.0,0.0,0.0
Player 2,23.0,7.0,7.0,1.0
Player 2,18.0,0.0,0.0,0.0
Player 2,44.0,11.0,15.0,3.0
Player 2,20.0,3.0,3.0,1.0
Player 1,66.0,25.0,15.0,6.0
Player 1,39.0,5.0,17.0,2.0
Player 2,18.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,17.0,5.0,5.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 1,37.0,3.0,17.0,2.0
Player 2,19.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 2,22.0,0.0,0.0,0.0
Player 2,37.0,27.0,15.0,2.0
Player 1,20.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 2,19.0,7.0,7.0,1.0
Player 2,19.0,0.0,0.0,0.0
Player 1,53.0,13.0,13.8,5.0
Player 2,18.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 1,21.0,3.0,2.0,2.0
Player 1,53.0,5.0,15.5,4.0
Player 2,21.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,19.0,3.0,3.0,1.0
Player 1,16.0,0.0,0.0,0.0
Player 1,57.0,15.0,15.0,6.0
Player 2,20.0,13.0,13.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 2,21.0,7.0,7.0,1.0
Player 2,17.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 1,44.0,21.0,14.5,4.0
Player 1,29.0,7.0,17.0,2.0
Player 1,34.0,3.0,13.0,2.0
Player 2,25.0,11.0,11.0,1.0
Player 2,17.0,0.0,0.0,0.0
Player 1,46.0,5.0,14.0,4.0
Player 2,20.0,0.0,0.0,0.0
Player 1,29.0,3.0,9.0,4.0
Player 1,30.0,13.0,18.0,2.0
Player 1,19.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,18.0,5.0,5.0,1.0
Player 2,19.0,0.0,0.0,0.0
Player 1,78.0,15.0,17.285714285714285,7.0
Player 1,35.0,1.0,17.0,2.0
Player 1,19.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,33.0,25.0,25.0,1.0
Player 2,16.0,0.0,0.0,0.0
Player 2,22.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 2,46.0,15.0,12.5,4.0
Player 1,20.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,23.0,27.0,27.0,1.0
Player 1,18.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,29.0,29.0,29.0,1.0
Player 1,19.0,0.0,0.0,0.0
Player 2,18.0,5.0,5.0,1.0
Player 2,17.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 1,90.0,23.0,16.5,8.0
Player 1,18.0,0.0,0.0,0.0
Player 2,82.0,29.0,16.428571428571427,7.0
Player 2,20.0,0.0,0.0,0.0
Player 1,28.0,1.0,9.0,2.0
Player 2,24.0,11.0,12.0,2.0
Player 1,35.0,27.0,27.0,1.0
Player 1,17.0,0.0,0.0,0.0
Player 1,119.0,3.0,15.5,12.0
Player 2,35.0,23.0,12.333333333333334,3.0
Player 1,15.0,0.0,0.0,0.0
Player 1,14.0,0.0,0.0,0.0
Player 1,23.0,9.0,9.0,1.0
Player 1,55.0,13.0,9.857142857142858,7.0
Player 2,18.0,0.0,0.0,0.0
Player 1,158.0,19.0,15.555555555555555,18.0
Player 2,16.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,13.0,0.0,0.0,0.0
Player 1,13.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,53.0,17.0,15.4,5.0
Player 1,19.0,13.0,13.0,1.0
Player 1,65.0,19.0,14.428571428571429,7.0
Player 1,20.0,0.0,0.0,0.0
Player 1,26.0,21.0,21.0,1.0
Player 1,17.0,0.0,0.0,0.0
Player 1,29.0,17.0,16.0,2.0
Player 1,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,31.0,9.0,11.0,2.0
Player 2,19.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,32.0,31.0,31.0,1.0
Player 2,17.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,31.0,19.0,16.0,2.0
Player 2,17.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,15.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,24.0,5.0,7.0,2.0
Player 1,19.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 2,55.0,3.0,13.0,5.0
Player 2,37.0,29.0,29.0,1.0
Player 1,16.0,5.0,5.0,1.0
Player 2,15.0,0.0,0.0,0.0
Player 1,22.0,11.0,11.0,1.0
Player 2,18.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,41.0,1.0,12.5,4.0
Player 1,68.0,7.0,14.142857142857142,7.0
Player 2,26.0,5.0,9.0,2.0
Player 2,15.0,0.0,0.0,0.0
Player 2,24.0,11.0,11.0,1.0
Player 2,19.0,0.0,0.0,0.0
Player 1,48.0,15.0,14.0,4.0
Player 1,39.0,21.0,16.333333333333332,3.0
Player 1,18.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,38.0,15.0,16.333333333333332,3.0
Player 2,17.0,0.0,0.0,0.0
Player 2,17.0,7.0,7.0,1.0
Player 2,18.0,0.0,0.0,0.0
Player 1,63.0,19.0,16.0,6.0
Player 1,20.0,0.0,0.0,0.0
Player 1,37.0,5.0,13.0,3.0
Player 1,20.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 2,25.0,9.0,9.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,54.0,13.0,17.5,4.0
Player 2,21.0,0.0,0.0,0.0
Player 2,41.0,19.0,15.666666666666666,3.0
Player 1,23.0,3.0,3.0,1.0
Player 2,20.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 2,37.0,27.0,15.666666666666666,3.0
Player 2,18.0,0.0,0.0,0.0
Player 1,75.0,11.0,18.0,6.0
Player 2,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,29.0,3.0,15.0,2.0
Player 1,88.0,31.0,15.222222222222221,9.0
Player 2,19.0,5.0,5.0,1.0
Player 2,20.0,0.0,0.0,0.0
Player 1,37.0,31.0,31.0,1.0
Player 1,18.0,0.0,0.0,0.0
Player 2,53.0,11.0,17.5,4.0
Player 1,40.0,13.0,13.0,4.0
Player 2,32.0,21.0,13.0,3.0
Player 2,18.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,20.0,7.0,7.0,1.0
Player 1,19.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,15.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,57.0,9.0,15.8,5.0
Player 2,22.0,0.0,0.0,0.0
Player 1,43.0,15.0,17.0,3.0
Player 1,17.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,34.0,7.0,15.0,2.0
Player 2,19.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,31.0,27.0,27.0,1.0
Player 2,21.0,11.0,11.0,1.0
Player 1,28.0,13.0,16.0,2.0
Player 2,33.0,13.0,9.0,3.0
Player 1,39.0,9.0,11.5,4.0
Player 1,31.0,13.0,15.666666666666666,3.0
Player 1,66.0,23.0,17.4,5.0
Player 1,31.0,23.0,23.0,1.0
Player 1,26.0,7.0,15.0,2.0
Player 2,19.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,36.0,23.0,14.0,2.0
Player 1,21.0,0.0,0.0,0.0
Player 1,13.0,0.0,0.0,0.0
Player 1,14.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,29.0,3.0,17.0,2.0
Player 2,17.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 1,27.0,1.0,11.0,2.0
Player 1,29.0,7.0,15.0,2.0
Player 1,31.0,11.0,15.0,2.0
Player 2,16.0,0.0,0.0,0.0
Player 2,23.0,15.0,9.0,2.0
Player 1,40.0,5.0,12.333333333333334,3.0
Player 2,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,49.0,11.0,11.4,5.0
Player 2,17.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,33.0,23.0,18.0,2.0
Player 2,17.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 1,32.0,21.0,17.0,2.0
Player 1,15.0,0.0,0.0,0.0
Player 1,33.0,11.0,17.0,2.0
Player 1,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,31.0,9.0,12.0,2.0
Player 2,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,31.0,17.0,16.0,2.0
Player 2,38.0,1.0,11.666666666666666,3.0
Player 2,22.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,23.0,19.0,19.0,1.0
Player 1,17.0,3.0,3.0,1.0
Player 1,39.0,9.0,13.0,3.0
Player 1,43.0,3.0,11.0,4.0
Player 1,20.0,0.0,0.0,0.0
Player 1,31.0,5.0,6.333333333333333,3.0
Player 1,22.0,3.0,5.0,2.0
Player 1,21.0,0.0,0.0,0.0
Player 2,23.0,7.0,7.0,1.0
Player 1,51.0,11.0,12.6,5.0
Player 1,17.0,0.0,0.0,0.0
Player 1,82.0,5.0,15.0,8.0
Player 1,101.0,25.0,17.444444444444443,9.0
Player 1,29.0,15.0,13.0,2.0
Player 2,21.0,7.0,7.0,1.0
Player 1,20.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,15.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,50.0,5.0,15.5,4.0
Player 1,30.0,19.0,19.0,1.0
Player 2,27.0,15.0,15.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,80.0,7.0,13.666666666666666,9.0
Player 2,20.0,0.0,0.0,0.0
Player 2,45.0,23.0,15.5,4.0
Player 1,17.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 1,26.0,21.0,21.0,1.0
Player 1,75.0,11.0,14.714285714285714,7.0
Player 2,18.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,27.0,17.0,19.0,2.0
Player 1,24.0,23.0,23.0,1.0
Player 1,23.0,11.0,11.0,1.0
Player 1,26.0,11.0,18.0,2.0
Player 1,20.0,5.0,5.0,1.0
Player 1,34.0,5.0,13.666666666666666,3.0
Player 1,21.0,0.0,0.0,0.0
Player 1,30.0,33.0,18.0,2.0
Player 2,21.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,30.0,9.0,14.0,2.0
Player 1,32.0,7.0,15.0,2.0
Player 2,23.0,11.0,11.0,1.0
Player 1,17.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,35.0,9.0,11.666666666666666,3.0
Player 2,30.0,19.0,16.0,2.0
Player 1,21.0,0.0,0.0,0.0
Player 2,37.0,23.0,16.0,2.0
Player 1,18.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,33.0,15.0,17.0,2.0
Player 1,18.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,18.0,1.0,1.0,1.0
Player 2,19.0,3.0,3.0,1.0
Player 2,46.0,17.0,15.0,3.0
Player 2,21.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 2,45.0,9.0,11.0,4.0
Player 1,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,40.0,13.0,13.0,4.0
Player 1,49.0,9.0,16.0,4.0
Player 2,21.0,0.0,0.0,0.0
Player 1,37.0,13.0,13.0,4.0
Player 2,21.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,37.0,7.0,13.5,4.0
Player 1,16.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 1,21.0,9.0,9.0,1.0
Player 2,19.0,0.0,0.0,0.0
Player 2,33.0,15.0,17.0,2.0
Player 1,19.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,35.0,27.0,27.0,1.0
Player 2,31.0,29.0,29.0,1.0
Player 2,26.0,13.0,13.0,1.0
Player 2,31.0,19.0,19.0,1.0
Player 2,40.0,17.0,21.0,2.0
Player 1,16.0,0.0,0.0,0.0
Player 1,43.0,19.0,15.666666666666666,3.0
Player 1,27.0,7.0,16.0,2.0
Player 1,17.0,0.0,0.0,0.0
Player 2,41.0,1.0,11.666666666666666,3.0
Player 1,19.0,0.0,0.0,0.0
Player 2,18.0,1.0,4.0,2.0
Player 2,16.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,32.0,21.0,21.0,1.0
Player 1,62.0,1.0,16.6,5.0
Player 1,18.0,0.0,0.0,0.0
Player 1,89.0,23.0,15.222222222222221,9.0
Player 1,31.0,19.0,19.0,1.0
Player 1,32.0,15.0,16.333333333333332,3.0
Player 1,17.0,0.0,0.0,0.0
Player 1,65.0,19.0,16.333333333333332,6.0
Player 2,20.0,0.0,0.0,0.0
Player 2,20.0,9.0,9.0,1.0
Player 2,21.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 1,22.0,15.0,15.0,1.0
Player 1,39.0,1.0,13.0,3.0
Player 1,34.0,13.0,12.333333333333334,3.0
Player 1,19.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 2,22.0,0.0,0.0,0.0
Player 1,45.0,13.0,14.5,4.0
Player 1,17.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,23.0,5.0,5.0,1.0
Player 2,19.0,0.0,0.0,0.0
Player 1,39.0,9.0,15.0,3.0
Player 1,40.0,19.0,15.666666666666666,3.0
Player 2,20.0,0.0,0.0,0.0
Player 1,37.0,23.0,18.333333333333332,3.0
Player 2,36.0,3.0,17.0,2.0
Player 1,29.0,15.0,15.0,1.0
Player 1,25.0,11.0,11.0,1.0
Player 2,43.0,19.0,13.666666666666666,3.0
Player 1,18.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,37.0,5.0,10.5,4.0
Player 2,18.0,0.0,0.0,0.0
Player 1,40.0,13.0,12.5,4.0
Player 1,20.0,0.0,0.0,0.0
Player 1,65.0,23.0,17.0,5.0
Player 2,16.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,43.0,5.0,11.0,5.0
Player 2,18.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,41.0,25.0,18.333333333333332,3.0
Player 2,15.0,0.0,0.0,0.0
Player 1,41.0,11.0,13.0,3.0
Player 2,26.0,19.0,19.0,1.0
Player 1,15.0,13.0,13.0,1.0
Player 2,14.0,0.0,0.0,0.0
Player 2,33.0,5.0,12.0,2.0
Player 2,19.0,0.0,0.0,0.0
Player 1,55.0,11.0,13.0,6.0
Player 2,22.0,17.0,17.0,1.0
Player 1,36.0,5.0,15.0,2.0
Player 2,20.0,0.0,0.0,0.0
Player 1,41.0,17.0,15.0,3.0
Player 2,42.0,5.0,11.5,4.0
Player 2,17.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,107.0,29.0,16.2,10.0
Player 1,15.0,0.0,0.0,0.0
Player 1,34.0,25.0,25.0,1.0
Player 2,19.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,28.0,25.0,17.0,2.0
Player 1,19.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,60.0,21.0,16.6,5.0
Player 1,17.0,0.0,0.0,0.0
Player 2,18.0,7.0,7.0,1.0
Player 2,65.0,17.0,14.0,6.0
Player 1,66.0,5.0,13.0,8.0
Player 2,17.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,54.0,7.0,15.5,4.0
Player 1,23.0,15.0,15.0,1.0
Player 2,18.0,0.0,0.0,0.0
Player 2,31.0,17.0,13.0,2.0
Player 1,24.0,7.0,7.0,1.0
Player 1,16.0,0.0,0.0,0.0
Player 1,44.0,25.0,14.5,4.0
Player 2,17.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,55.0,27.0,14.6,5.0
Player 2,37.0,31.0,31.0,1.0
Player 2,20.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 1,32.0,5.0,13.666666666666666,3.0
Player 1,33.0,21.0,14.0,2.0
Player 1,19.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,35.0,1.0,10.333333333333334,3.0
